,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype,decade
1005,URN:NBN:no-nb_digibok_2007111601001,Godt av kylling,"Hovig , Ingrid Espelid",oai:nb.bibsys.no:999110911224702202,b4a4c033d0a56ff1355207278e74b2ac,8205193185,Oslo,19910101,1991,Gyldendal,nob,kokebøker / kylling / koking,641.66,,Faglitteratur,digibok,1990
1006,URN:NBN:no-nb_digibok_2016092948118,Den store boken om pasta,"Croce , Julia Della / O'Leary , Ian / Torkelsen , Arve",oai:nb.bibsys.no:990518006084702202,58e37c4da6d57b210a912e60ab5c66a9,8204118198,[Oslo],20050101,2005,Damm,nob / eng,kokebøker / italia,641.822,,Faglitteratur,digibok,2000
1007,URN:NBN:no-nb_digibok_2012102907021,Godt å gi bort,"Usterud , Guro",oai:nb.bibsys.no:991013115324702202,9aff71334502b7d0922076ba00dadf3f,,[Oslo],20100101,2010,Samlaget,nno,matlaging / kokebøker / gaver,641.5,,Faglitteratur,digibok,2010
1008,URN:NBN:no-nb_digibok_2015082448270,Spania,"Faye , Monica",oai:nb.bibsys.no:991144396644702202,f500b7718a4075b03344f3a1b35782ce,,,20110101,2011,Cappelen Damm faktum,nob / eng,Matlagning / kokebøker,641.5946,,Faglitteratur,digibok,2010
1009,URN:NBN:no-nb_digibok_2008090500123,Fjordamat : kokeboka for Sogn og Fjordane,"Kongsvik , Åse / Støfringsdal , Kari / Andersen , Oskar",oai:nb.bibsys.no:999918015044702202,eae2024479d2df5a405c3531257772e2,8291722064,,19990101,1999,Sogn og Fjordane bondekvinnelag,nno,Mattradisjoner / sogn / fjordane / matskikker / kokebøker / matoppskrifter / norgematlaging / matlaging,641.594838,,Faglitteratur,digibok,1990
1010,URN:NBN:no-nb_digibok_2014021748063,Gyldendals store kokebok,"Hovig , Ingrid Espelid",oai:nb.bibsys.no:998020447944702202,3d6740a2cee636cc498151e7b7b235bc,8205116903,Oslo,19790101,1979,Gyldendal,und,Kokebøker,,,Uklassifisert,digibok,1970
1011,URN:NBN:no-nb_digibok_2017031548024,Den store norske kakeboken,"Jacobsen , Hanna / Sverdrup , Elise",oai:nb.bibsys.no:999715879304702202,b1a2e526f839c990550d00beb100bea8,,Oslo,19640101,1964,Grundt Tanum,nob,,641.5,,Faglitteratur,digibok,1960
1012,URN:NBN:no-nb_digibok_2011021403018,Mitt landlige kjøkken,"Finngaard , Kari",oai:nb.bibsys.no:990925962584702202,3aabf9f30ef08183559ec6c6626327b3,,Oslo,20090101,2009,Tun,nob,kokebøker,641.5,,Faglitteratur,digibok,2000
1013,URN:NBN:no-nb_digibok_2013011407006,Tradisjonsmat fra Hedmarken : i Henriette Schønberg Erkens fotspor,"Vatn , Karin / Skjeseth , Ella / Brun , Morten",oai:nb.bibsys.no:990707364214702202,e1293cd70f256e9656658c954217752a,,,20070101,2007,Tun,nob,Cooking / Norway / Mattradisjoner / matskikker / matkultur / hedmark / kokebøker / tradisjonsmat / matoppskrifter,641.594824 / 641.594824,,Faglitteratur,digibok,2000
1014,URN:NBN:no-nb_digibok_2009082501032,Maten en hjertesak,"Norum , Kaare R. / Hovig , Ingrid Espelid",oai:nb.bibsys.no:998741954464702202,ffac361569d922c60b8c4d0dad01b0d6,8200362760,[Oslo],19870101,1987,Nasjonalforeningen for folkehelsen/Universitetsforlaget,nob,"Cholesterol, Dietary / Popular Works / Diet Therapy / Cooking / Cardiovascular Diseases / diet therapy / Nutrition Therapy / Diet / hjertesykdommer / kosthold / matlaging / helsekost / ernæringslære / helse / hjertet / ernæring / hjerte / hjerte-karsykdommer / kokebøkersykdommer / forebygging / matvarer / helselære / helserøkt / høyt / blodtrykk / mat / drikke / diett / åreforkalking / karsykdommer / kokebok",641.563 / 641.563,,Faglitteratur,digibok,1980
1015,URN:NBN:no-nb_digibok_2014051908189,Norsk mat,"Ambjørnrud , Olga",oai:nb.bibsys.no:998221177624702202,4f1b0920907e9f119b02f6b9860e755f,8252905005,Oslo,19810101,1981,Landbruksforlaget,nob,kokebøker / norge,,,Faglitteratur,digibok,1980
1016,URN:NBN:no-nb_digibok_2016030248094,Kaker som smaker : 300 oppskrifter på lekre kaker,"Strømstad , Aase",oai:nb.bibsys.no:999715878174702202,c2f0aa6bc51ed769f6144b2e2ba190a7,,Oslo,19660101,1966,Cappelen,nob / swe,,641.5,,Faglitteratur,digibok,1960
1017,URN:NBN:no-nb_digibok_2007052100024,Mat uten tårer,"Algreen , Elsa / Nørgaard , Lise / Pharo , Aase Kilander",oai:nb.bibsys.no:999005283894702202,99863112e44004ae1ba0a8a7daeb814d,,Oslo,19670101,1967,Gyldendal,nob / dan,,641.5,,Faglitteratur,digibok,1960
1018,URN:NBN:no-nb_digibok_2021030948687,Min mat!,"Johannessen , Ørjan / Nilssen , Eirik",oai:nb.bibsys.no:991444857704702202,e257398c870df5bb4321f575e08bbad7,,[Tønsberg],20140101,2014,Bris,nob,matlaging / gourmetmat / oppskrifter / austevoll / bekkjarvik / gjestgiveri,641.5 / 641.5 / 641.514,biography,Faglitteratur,digibok,2010
1019,URN:NBN:no-nb_digibok_2011021603019,Voksentoppens allergikokebok,"Mavrakis , Ann Eli / Gundersen , Mona",oai:nb.bibsys.no:990926770704702202,d5f47d58a07d9867bc9dc3cb86378b51,,[Oslo],20090101,2009,Cappelen Damm,nob,Food Hypersensitivity / Cooking / matallergi / allergi / dietter / oppskrifter / kokebøker / cøliaki / matlaging,641.5631 / 645.563,,Faglitteratur,digibok,2000
1020,URN:NBN:no-nb_digibok_2013062506140,Ulike kostformer i behandling av sykdommer hos voksne,"Monsbakken , Kristina Weisæth",oai:nb.bibsys.no:998521746404702202,42c279bb6b399b487fd27480356015cd,8252906079,[Oslo],19820101,1982,Landbruksforlaget,nob,Diet therapy / ernæring / dietetikk / kostformer / behandling / sykdom / kokebøker,615.854,,Faglitteratur,digibok,1980
1021,URN:NBN:no-nb_digibok_2020120907528,Winning food,"Bovim , Ingvill Måkestad / Myhrer , Margrethe",oai:nb.bibsys.no:991333656704702202,92ecf0eb33ebc7b891acbb8c3cc570c6,,[Oslo],20120101,2012,[I.M. Bovim],mul / nob / eng,,641.563 / 641.5,,Faglitteratur,digibok,2010
1022,URN:NBN:no-nb_digibok_2018030107152,Kokebok for mikrobølgeovner,"Hovig , Ingrid Espelid / Skjeltorp , Tove",oai:nb.bibsys.no:998920528804702202,d10794445aa72aa61b397280c45a2cdb,8205177376 / 8252516262,Oslo,19890101,1989,Gyldendal,nob,kokebøker,641.58,,Faglitteratur,digibok,1980
1023,URN:NBN:no-nb_digibok_2008011504045,Kokeboka for deg som syns mat er gøy,"Strømstad , Aase / Wilson , Bengt / Øien , Jan-Kåre",oai:nb.bibsys.no:999327646224702202,66fc990c2756ac68fcd202a6e10f4684,8252523633,[Oslo],19930101,1993,Bokklubbens barn,nob,Kokebøker / kokebøker / matlaging,641.51,,Faglitteratur,digibok,1990
1024,URN:NBN:no-nb_digibok_2011022803043,Lettvint middag : i gryte og langpanne,"Westlie , Marit Røttingsnes / Westlie , Øystein",oai:nb.bibsys.no:990713909444702202,5b47ed8a36dc047bea50639b41d0acca,,[Oslo],20070101,2007,Cappelen,nob,kokebøker / middag / matlaging / gryteretter,641.82,,Faglitteratur,digibok,2000
1025,URN:NBN:no-nb_digibok_2014111948006,100 retter av malt kjøtt,"Joyce , Stella / Karlsen , Per Chr.",oai:nb.bibsys.no:998841895974702202,264e78aa271e0080e57a2624af8062f6,8204018703,[Oslo],19870101,1987,Fredhøi,nob / eng,kokebøker,641.66,,Faglitteratur,digibok,1980
1026,URN:NBN:no-nb_digibok_2010021703001,Ganens makt : norsk kokekunst og matkultur gjennom tusen år,"Notaker , Henry",oai:nb.bibsys.no:999601298204702202,d16cd853a9364181f3f39ef50121a7a8,8203261175,Oslo,19950101,1995,Aschehoug,nob,matlaging / kokekunst / historie / noreg / norge / spise / drikkeskikker / kulturhistorie / mat / kokebøker,641.59481,,Faglitteratur,digibok,1990
1027,URN:NBN:no-nb_digibok_2013062138088,Mine 80 klassikere : fra norsk og internasjonalt kjøkken,"Hovig , Ingrid Espelid / Hole , Aina C.",oai:nb.bibsys.no:990420918964702202,78153dbe9540f5d1247a0d86ece312ca,8205332274,[Oslo],20040101,2004,Gyldendal,nob,kokebøker / matlaging,641.5,,Faglitteratur,digibok,2000
1028,URN:NBN:no-nb_digibok_2020090707620,Solskinn og sommermat,"Rasmussen , Gitte Heidi / Skovdal , Inge / Fjeldberg , Anne.",oai:nb.bibsys.no:991128478204702202,f6852f5c11a3cc0720936411da7b15d1,,Oslo,20110101,2011,Tango,nob / dan,kokebøker / matlaging,641.56,,Faglitteratur,digibok,2010
1029,URN:NBN:no-nb_digibok_2011061605027,Sushi : sans for smak og matkunst,"Barber , Kimiko / Takemura , Hiroki / Valen , Line",oai:nb.bibsys.no:990315181414702202,1deaa30c86e90562637da297fa969e43,8249606000,,20030101,2003,Damm,nob / eng,kokebøker / sjømat / matlaging / matoppskrifter / fisk / japan / skalldyr / sushi,641.692,,Faglitteratur,digibok,2000
1030,URN:NBN:no-nb_digibok_2013092038099,Spis for livet : oppnå harmoni og balanse,"Haanes , Gro Gade",oai:nb.bibsys.no:991220902334702202,a508af0c0d4a18dae2c5380b05588062,,[Oslo],20120101,2012,Arneberg,nob,erneæring / helsekost,641.5 / 641.563,,Faglitteratur,digibok,2010
1031,URN:NBN:no-nb_digibok_2014120907596,Hjemmelagde ravioli,"Mahut , Sandra / Kristoffersen , Lisbeth / Carnet , Nathalie",oai:nb.bibsys.no:991200204244702202,7ce37fa372198f768cc0151c760dce34,,[Oslo],20110101,2011,Spektrum,nob / fre,,641.822,,Faglitteratur,digibok,2010
1032,URN:NBN:no-nb_digibok_2018031948132,Sunt og godt norsk,"Wollen , Ellen-Beate / Roede , Jeanette / Randem , Mette",oai:nb.bibsys.no:991400896164702202,a95f982628f3891231fefab9f1783a7f,,[Oslo],20140101,2014,Gyldendal,nob,matlaging / oppskrifter / sunnhet,641.563 / 641.563 / 641.5,,Faglitteratur,digibok,2010
1033,URN:NBN:no-nb_digibok_2011021703008,"Den siste fristelse : kaker, desserter og ost","Brimi , Arne / Welde , Ole Bjørner Loe / Møller , Mette / Berget , Per Ivar",oai:nb.bibsys.no:990826241604702202,fee3f6c07102e908997e34f885abf9fb,,Oslo,20080101,2008,Versal forl.,nob,tradisjon / tur / frukt / desserter / kaker / ost,641.86,,Faglitteratur,digibok,2000
1034,URN:NBN:no-nb_digibok_2014102848109,Kjøkkenglede : kokebok for barn,"Dahl , Svein Erik / Alfsen , Per",oai:nb.bibsys.no:998900946914702202,31e1ec4993d233ef7e4119b841a415c4,8205183538,Oslo,19890101,1989,Gyldendal,nob,Kokebøker / matlaging / barn / kokebok,641.51,,Faglitteratur,digibok,1980
1035,URN:NBN:no-nb_digibok_2015051308099,Grillretter,"Tholander , Sigrid",oai:nb.bibsys.no:990219568804702202,b9a8a92b1f77cd725e7505f463165b5b,,Oslo,19630101,1963,Tanum,nob,,641.5,,Faglitteratur,digibok,1960
1036,URN:NBN:no-nb_digibok_2013062038091,"Sunn og slank med Maria : uten sult, stress og dårlig samvittighet : slank på 10 uker","Thommessen , Maria / Grønli , Espen",oai:nb.bibsys.no:990410919574702202,9896f511561f536df75245ec576e7a8e,8204095449,[Oslo],20040101,2004,Damm,nob,,641.5635,,Faglitteratur,digibok,2000
1037,URN:NBN:no-nb_digibok_2020032507061,Velsmakende lavkarbo,"Lawrence , Rachel / Tjørve , Irene Inman / Hovig , Ingrid Espelid",oai:nb.bibsys.no:990618321974702202,2e806854e53145dd6793f1ebec4f49c4,8205363471,Oslo,20060101,2006,Gyldendal,nob / eng,kokebøker / slankekost / karbohydratfattig,641.563,,Faglitteratur,digibok,2000
1038,URN:NBN:no-nb_digibok_2016030248085,Sterk kost,"Thorp , Vibeke",oai:nb.bibsys.no:991237321664702202,17862f2cffab91e2cd2c803061a96ccb,,,20120101,2012,V. Thorp,nob,Mat / Matvaner / kokebøker,641.3 / 641.3 / 664,,Faglitteratur,digibok,2010
1039,URN:NBN:no-nb_digibok_2015101648058,Stiansens småretter,"Stiansen , Bent / Stiansen , Annette / Nordrum , Kai / Brun , Christian",oai:nb.bibsys.no:990606695604702202,3afa4993255a7cc445c4c90143a5465b,8280711325,Lysaker,20060101,2006,Dinamo,nob,kokebøker / matoppskrifter,641.81,,Faglitteratur,digibok,2000
1040,URN:NBN:no-nb_digibok_2013022238036,Saus,"Appeltofft , Bo / Fanqvist-Skubla , Ewa / Bonthuis , Hanneke / Jonkers , Chris / Bodlund , Ann / Jahr , Mette-Cathrine",oai:nb.bibsys.no:990201828054702202,32ee95a6e665fb60d819ae99548a4d3c,8272013223,[Oslo],20010101,2001,Stenersens forl.,nob / swe,kokebok / oppskrifter,641.81 / 641.5,,Faglitteratur,digibok,2000
1041,URN:NBN:no-nb_digibok_2016062748142,Daniels osteløver : en steg-for-steg kokebok,"Wright , Lesley / Downing , Julie / Jackson , James / Johansen , Anne-Brit Lillethun",oai:nb.bibsys.no:990105095694702202,6094bde8bcf9817d6ecc4b171caf9d05,8271125877,Oslo,20010101,2001,IKO-forl.,nob / eng,Kokebøker,641.51,,Faglitteratur,digibok,2000
1042,URN:NBN:no-nb_digibok_2017072107115,Tyrkia,"Engin , Funda / Brauner , Michael / Øygard , Bente-Lill / Øygard , Terje",oai:nb.bibsys.no:999617618734702202,3ad160378c935841b1dd055500da1b3f,8202159830,,19960101,1996,Cappelen,nob / ger,kokebøker / tyrkisk / mat,641.59561,,Faglitteratur,digibok,1990
1043,URN:NBN:no-nb_digibok_2010071203014,Matgleder : Salater,"Willan , Anne / Torkelsen , Arve",oai:nb.bibsys.no:999606779764702202,c77f259db4b312127d1a751fb07c4e04,8251205026 / 8251204828,[Oslo],19960101,1996,Damm,nob,matlaging / kokebøker / salater,641.5,,Faglitteratur,digibok,1990
1044,URN:NBN:no-nb_digibok_2013010438006,Guttas villmark,"Hjeltnes , Arne",oai:nb.bibsys.no:990228107574702202,a91ae845ff4c23427ced59fc343cdb6e,8276432743,Oslo,20020101,2002,Kagge,nno,reisebeskrivelser / reiser / friluftsliv / kokebøker / jakt / fiskematoppskrifter,910.4,,Faglitteratur,digibok,2000
1045,URN:NBN:no-nb_digibok_2009011900026,Tex-Mex : en kulinarisk opplevelse,"Rinker , Eva Haukeberg / Westgaard , Lisa",oai:nb.bibsys.no:999711977174702202,1bc24e61c532d1d60db8f8fdf5d37f20,8252529631 / 8205245371,,19970101,1997,Gyldendal fakta,nob,kokebøker / kokebok / meksikansk / mat / mexiko / texas / kokekunst,641.5972 / 641.5,,Faglitteratur,digibok,1990
1046,URN:NBN:no-nb_digibok_2015121548030,"Spis deg yngre : spis fargerikt, lev lenger!","Sundquist , Inga-Britta / Hovig , Ingrid Espelid / Tjørve , Irene Inman",oai:nb.bibsys.no:990707649994702202,064732316298759372a485663398cf4b,,Oslo,20070101,2007,Gyldendal,nob / swe,kokebøker / oppskrifter / ernæring / helse / vegetarmat,641.563,,Faglitteratur,digibok,2000
1047,URN:NBN:no-nb_digibok_2014031706055,Kokkejævler,"Bourdain , Anthony / Østerberg , Hugo",oai:nb.bibsys.no:990306727324702202,2acb80addfd498bd02cdc426c39854cd,8251620287 / 8251619505,Oslo,20030101,2003,Schibsted,nob / eng,mat / restaurantkjøkken / kokkekunst,641.5092,,Faglitteratur,digibok,2000
1048,URN:NBN:no-nb_digibok_2014111407554,Kokebok for alle : fra boller til burritos,"Wilson , Bengt / Amland , Anne Gaarder",oai:nb.bibsys.no:990713401224702202,e7bd54638cee3b9a3536309809e1649e,,Oslo,20070101,2007,[Gyldendal],nob,Cooking / Food / matlaging / kokebøker / ungdom / heimkunnskap / kosthold / ernæring,641.5 / 641.5 / 641.512,,Faglitteratur,digibok,2000
1049,URN:NBN:no-nb_digibok_2012101108021,"Midt i livet : mat, helse og livsglede","Oskarsson , Marie / Wesslén , Annika / Björnstjerna , Fabian / Jahr , Mette-Cathrine",oai:nb.bibsys.no:990602087164702202,b9075a7cbd18257293600ea8f531e38d,8202245818,[Oslo],20060101,2006,Cappelen,nob / swe,ernæring / overgangsalderen / kvinner / kokebøker / helse / klimakteriet / mestring,641.562,,Faglitteratur,digibok,2000
1050,URN:NBN:no-nb_digibok_2020121707581,Fisk & vin,"Moi , Trond / Bølgen , Toralf / Hånes , Øivind / Widén , Mats",oai:nb.bibsys.no:990616242254702202,7dc5af29b9f1197c6cea9689d36a7849,8205361967 / 8252564135,Oslo,20060101,2006,Gyldendal,nob,vin / fisk / sjømat / matlaging / kokebøker / fiskeretter,641.692 / 641.5,,Faglitteratur,digibok,2000
1051,URN:NBN:no-nb_digibok_2008090804071,"Tradisjonsmat fra nord. [5] : 156 matoppskrifter, gode råd og mathistorie",,oai:nb.bibsys.no:999903443554702202,ccae77acbfd46a342e1a7c81cbaf924f,8299418941 / 8290118909,,19990101,1999,Victus,nob,Mattradisjoner / norsk / mat,641.692,,Faglitteratur,digibok,1990
1052,URN:NBN:no-nb_digibok_2011021603052,Nigella ekspress : god mat på kort tid,"Lawson , Nigella / Parsons , Lis / Bølgen , Tordis",oai:nb.bibsys.no:990806251934702202,f445a4f0b952b1ee6090afbdf3a896e4,,[Oslo],20080101,2008,Cappelen,nob / eng,kokebøker,641.5,,Faglitteratur,digibok,2000
1053,URN:NBN:no-nb_digibok_2020121507506,Matauk : å leve med og høste fra naturen,"Forselius , Mikael / Veldhuis , Rob",oai:nb.bibsys.no:991239390114702202,e640b78fee95f9eb2cca75b2fce76c24,,,20120101,2012,The Dutch Connection,nob,kokebøker / røros / sør-trøndelag / matlaging,641.594841 / 641.5 / 641.6,,Faglitteratur,digibok,2010
1054,URN:NBN:no-nb_digibok_2015050748057,Veien til skatten : en kjærlighetserklæring til Abruzzo i Italia,"Ribollita , Cornelia / Jensen , Per Heming",oai:nb.bibsys.no:990810635714702202,dab5c156f05553ce4f815f122cae424f,,,20080101,2008,Bookmaker,nob,,641.5 / 641.5945,,Faglitteratur,digibok,2000
1055,URN:NBN:no-nb_digibok_2012091706066,Urtehagen på Knatten,"Borgen , Annemarta",oai:nb.bibsys.no:998122166444702202,83e8c6740af5e1a1b7d0ff149d4e619c,8205115362,Oslo,19790101,1979,Gyldendal,nob,urter / hagebruk / krydderplanter / matlaging / urtehager,635.7 / 641.5,,Faglitteratur,digibok,1970
1056,URN:NBN:no-nb_digibok_2013062438134,Fingermat & sånt,"Forslin , Liselotte / Bergersen , Anders / Larsson , Jonas",oai:nb.bibsys.no:990419176264702202,1558405605a823e332fa4f584bad3b5d,8202238587,[Oslo],20040101,2004,Cappelen,nob,kokebøker / matoppskrifter / matlaging,641.81,,Faglitteratur,digibok,2000
1057,URN:NBN:no-nb_digibok_2018021609504,Asiatisk,"Hensley , Nina Dreyer / Hensley , Jim / Løwe , Paul / Hovig , Ingrid Espelid",oai:nb.bibsys.no:999914860804702202,0216f57f82cb6979af6253aa45dfe500,8252536034 / 8205252173,[Oslo],19990101,1999,Gyldendal fakta,nob,kokebøker,641.595,,Faglitteratur,digibok,1990
1058,URN:NBN:no-nb_digibok_2014051506016,Alice B. Toklas kokebok,"Toklas , Alice B. / Kvanvig , Gerd",oai:nb.bibsys.no:991150050724702202,175afa254f98286301c6f99560214c5c,,Oslo,20110101,2011,Grapefrukt forl.,nob / eng,Matlaging / kokebøker / usa / frankrike / gertrude / stein / matlaging / kunstnere,641.5 / 641.5944,,Uklassifisert,digibok,2010
1059,URN:NBN:no-nb_digibok_2018020148143,Søstrene Isachsens supper,"Isachsen , Elisabeth / Isachsen , Jannike / Paiewonsky , Paul",oai:nb.bibsys.no:991420726484702202,c84dd4fd98a8d3989d2f48fb70aa838b,,Oslo,20140101,2014,Gyldendal,nob,mat / matlaging / kokebøker / oppskrifter,641.81 / 641.5,,Faglitteratur,digibok,2010
1060,URN:NBN:no-nb_digibok_2018071807177,"Verdens beste familiekokebok : sunt, kjapt & godt","Skjelde , Kjartan / Nordstrand , Berit / Haug , Arne Bru",oai:nb.bibsys.no:991508501154702202,946ad7486f7d89a5894b10115d75695a,,[Oslo],20150101,2015,Gyldendal,nob,matlaging / kokebøker / oppskrifter,641.563 / 641.563 / 641.5 / 641.563,,Faglitteratur,digibok,2010
1061,URN:NBN:no-nb_digibok_2016022607509,México : en kulinarisk reise,"Palazuelos , Susanna / Tausend , Marilyn / Valebrokk , Eva / Sørensen , Roar",oai:nb.bibsys.no:999319555644702202,959662cdff5df2eb1a4ea2f917b6c476,8250420314,,19930101,1993,Grøndahl Dreyer,nob / eng,Mattradisjoner / kokebøker / matoppskrifter / meksikansk / mat / matlaging / mexico / meksikanske,641.5972 / 641.5972,,Faglitteratur,digibok,1990
1062,URN:NBN:no-nb_digibok_2010071203010,Middelhavet : en kulinarisk reise : klassiske retter fra middelhavslandene,"Goldstein , Joyce / Algar , Ayla / Langballe , Kjersti / Valebrokk , Eva",oai:nb.bibsys.no:999727780044702202,633ad970604fb88e035e729eeff0937e,8250424050,Oslo,19970101,1997,Grøndahl Dreyer,nob / eng,kokebøker / mat / middelhavet,641.59,,Faglitteratur,digibok,1990
1063,URN:NBN:no-nb_digibok_2009070600004,Cappelens salatbok,"Krüger , Arne / Strømstad , Aase",oai:nb.bibsys.no:998122132544702202,8e2920aaf7390c378b8bdf6a79726417,8202048087,Oslo,19810101,1981,Cappelen,nob / ger,grønnsakretter / vegetarretter / kokebøker / matlaging / salater,641.83,,Faglitteratur,digibok,1980
1064,URN:NBN:no-nb_digibok_2014071406005,Mat og måltid,"Notaker , Henry",oai:nb.bibsys.no:990617747744702202,4b0a71024157ecc13f0f2d6cf566f3b9,8203234062,,20060101,2006,Aschehoug,nob,Tradisjoner / Mat / mattradisjoner / norge / matretter / kokebøker / matlaging / mattradisjonar / matkultur / tradisjonsmat / mat / historie,641.5 / 641.59481,,Faglitteratur,digibok,2000
1065,URN:NBN:no-nb_digibok_2021010807512,Hyttemat,"Andersen , Wenche / Manglerud , Anne / Børretzen , Odd",oai:nb.bibsys.no:991010650864702202,29bcb1997baf72f1fb8a089e0aef9c15,,Oslo,20100101,2010,Tango,nob,,641.5,,Faglitteratur,digibok,2010
1066,URN:NBN:no-nb_digibok_2016072948074,God mat i mikrobølgeovn for små husholdninger,"Jansson , Puck / Dotterud , Aase",oai:nb.bibsys.no:998920118584702202,be118f62ee5298a73cad96ec7cdae935,8252709915,[Oslo],19880101,1988,Mortensen,nob / swe,kokebøker / mikrobølgeovner,641.58,,Faglitteratur,digibok,1980
1067,URN:NBN:no-nb_digibok_2014062307167,Grønt og flott : grønnsakretter til alle anledninger,"Hovig , Ingrid Espelid / Kobro , Johan Fr. / Kirste , Anna",oai:nb.bibsys.no:998842079004702202,8fe8e8c9c124f417f90eec91ea1868e6,8252516246 / 8205176841,Oslo,19880101,1988,Gyldendal,nob / ger,vegetarretter / kokebøker,641.65,,Faglitteratur,digibok,1980
1068,URN:NBN:no-nb_digibok_2010040603023,Italiensk!,"Øygard , Bente-Lill",oai:nb.bibsys.no:999822190834702202,a77c4e4c7b793c83e417f86ad67dd217,8251616883,Oslo,19980101,1998,Schibsted,nob / eng,kokebøker / pasta / italia / matkultur / kokekunst,641.5945,,Faglitteratur,digibok,1990
1069,URN:NBN:no-nb_digibok_2011100505051,"Kom og spis! : matoppskrifter, mattradisjoner og historier","Liverud , Bente / Kjos , Liv Ragni Skinnes / Vatle , Kjellaug Hausberg",oai:nb.bibsys.no:990514691624702202,79accc80853ece33daa8de20b9f57e5c,8230304440,,20050101,2005,Spydeberg bygdekvinnelag,nob,Mattradisjoner / tradisjonsmat / mattradisjoner / kokebøker / oppskrifter / mat / tradisjoner / brød / pålegg / grøt / vellinger / supper / desserter / høytider / årstider / saft / syltetøy / flatbrød / slakting / jul / fastelavn / påske / pinse / begravelser,641.59482318,,Faglitteratur,digibok,2000
1070,URN:NBN:no-nb_digibok_2014112707598,Verdens beste tapas,"Myhr , Eirik / Øygard , Bente-Lill / Harding , Justine",oai:nb.bibsys.no:991141360684702202,51d5d01ce71bdedf912a7f6e9b14c578,,[Oslo],20110101,2011,Spektrum,nob / eng,kokebøker / tapas / småretter / spania,641.81,,Faglitteratur,digibok,2010
1071,URN:NBN:no-nb_digibok_2012072338007,"Bodils fjellmat : vilt, rått, godt","Nordjore , Bodil / Andersen , Bo Lilledal",oai:nb.bibsys.no:990518962064702202,5089366669994c6dea713d7250510af2,8204109954,,20050101,2005,Damm,nob,Mattradisjoner / kokebøker / fjellmat / vilt / tradisjonsmat / mattradisjoner / fjellbygder / mat / matlaging,641.5 / 641.5,,Faglitteratur,digibok,2000
1072,URN:NBN:no-nb_digibok_2013013008193,Matstell i hytta og byssa,"Salicath , Ørnulf",oai:nb.bibsys.no:997820116754702202,1e814e11f1d4bd3b8eaf133220634c22,,Oslo,19260101,1926,Ny tid,nob,,,,Uklassifisert,digibok,1920
1073,URN:NBN:no-nb_digibok_2018090507103,Mathjelpen for foreldre : hjelp barna å spise sunt døgnet rundt,"Thorvik , Magnus / Randem , Mette",oai:nb.bibsys.no:991421336394702202,3cb565c6552b7d46628db7d28373282e,,Oslo,20140101,2014,Kagge,nob,kokebøker / barn / mat,641.562 / 641.562,,Faglitteratur,digibok,2010
1074,URN:NBN:no-nb_digibok_2016042648053,Til bords i Frankrike : oppskrifter og refleksjoner omkring det franske kjøkken,"Brennan , Georgeanne / Hovig , Ingrid Espelid / Storsveen , Eva / Bakke , Kyrre Haugen",oai:nb.bibsys.no:990009737004702202,74237110bc0220d61eb0ddee94672aa6,8252536115 / 8252540422 / 8205255814,,20000101,2000,Gyldendal fakta,nob / eng,kokebøker / matoppskrifter / fransk / frankrike / matlaging,641.5944,,Faglitteratur,digibok,2000
1075,URN:NBN:no-nb_digibok_2014102907522,Lett mett,"Roede , Jeanette / Roede , Grete",oai:nb.bibsys.no:990200174484702202,d93f1605c77b38a3e0805d218d3a869d,8248900495,Oslo,20010101,2001,Kagge,nob,kokebok / kokebøker / oppskrifter / slanking / matlaging,641.563,,Faglitteratur,digibok,2000
1076,URN:NBN:no-nb_digibok_2010071903077,Fristende fiskeretter : fisk og skalldyr tilberedt på en annerledes og enkel måte,"Thoen , Petter / Marthinusen , Terje / Thoresen , Bjørn P.G.",oai:nb.bibsys.no:999905303294702202,6c3508c2574277f3899510381f12202b,8245802956,Oslo,19990101,1999,Orion,nob / swe,kokebøker / fisk / fiskeretter / skalldyr,641.69,,Faglitteratur,digibok,1990
1077,URN:NBN:no-nb_digibok_2018050748200,Velkømmen te bords! : gammelmat frå Brekken,"Frostvoll , Inger Marie / Borgos , Randi",oai:nb.bibsys.no:991501619804702202,a2963d02843af52c97571b100168eeba,,[Brekkebygd],20140101,2014,I samarbeid med Snøfugl,nob,Mattradisjoner / mattradisjoner / norsk / mat / brekken / røros / etnologi / matlaging / kokebøker / sør-trøndelag,641.5948414,,Faglitteratur,digibok,2010
1078,URN:NBN:no-nb_digibok_2016061748018,Ost på 75 måter,"Bloch , Hanne / Røkke , Elvy Karterudseter",oai:nb.bibsys.no:998321211264702202,ff06268fd160bd4f8f087ec2338701bf,8202090555,[Oslo],19830101,1983,Cappelen,nob / dan,,641.5,,Faglitteratur,digibok,1980
1079,URN:NBN:no-nb_digibok_2012071638034,Brødmat,"Gausdal , Tom Victor / Dreyer , Synøve / Istad , Christine",oai:nb.bibsys.no:990226546234702202,70e85356d4dbd296caf86e41fb01154d,8276310699,Oslo,20020101,2002,Messel forl.,nob,smørbrød / brød,641.84,,Faglitteratur,digibok,2000
